age,education_level,gender,stem_interest_score,creativity_score,social_skills_score,analytical_skills_score,problem_solving_score,technical_aptitude_score,communication_score,leadership_potential_score,career_category,specific_career,annual_salary_expectation,work_environment_preference,job_growth_interest,work_life_balance_score,global_mobility_score
50,Bachelor's,Female,33,58,45,35,49,7,66,67,Education,Corporate Trainer,64041,Remote,14,65,69
30,High School,Female,26,50,79,56,45,72,84,59,Business,Investment Banker,89694,Hybrid,66,47,52
48,Master's,Female,67,27,25,39,30,41,50,46,Finance and Economics,Actuary,43121,Remote,51,63,43
24,Master's,Male,34,58,42,31,48,56,55,98,Finance and Economics,Credit Analyst,117023,Remote,100,48,57
32,PhD,Female,14,44,57,100,22,49,36,68,Engineering,Aerospace Engineer,23268,Hybrid,75,48,19
36,Master's,Male,60,53,56,59,33,50,60,31,Education,Museum Educator,79481,Hybrid,97,25,57
42,Bachelor's,Male,44,23,77,66,76,69,26,59,Healthcare,Veterinarian,75289,Hybrid,61,79,52
27,Bachelor's,Female,48,25,13,39,38,95,77,46,Education,Museum Educator,84582,On-site,66,59,71
32,Associate Degree,Male,47,28,73,45,75,72,59,75,Media and Communication,Communications Consultant,65569,Remote,71,56,39
42,Bachelor's,Male,58,88,60,39,53,68,41,37,Education,Online Learning Specialist,86126,Hybrid,60,83,66
32,Bachelor's,Female,56,65,71,53,26,79,74,70,Engineering,Civil Engineer,88482,Hybrid,48,87,66
27,High School,Female,42,66,82,78,41,47,23,83,Education,Special Education Specialist,126557,Remote,78,31,47
41,PhD,Female,55,15,59,62,39,65,41,77,Engineering,Robotics Engineer,93914,Travel-based,84,59,61
36,Bachelor's,Female,64,64,26,63,41,47,45,42,Science,Biologist,15738,Remote,59,88,23
33,Bachelor's,Female,34,31,64,52,100,34,58,61,Arts and Performance,Theatre Director,82158,Remote,81,54,29
28,PhD,Male,45,47,34,76,53,46,66,53,Arts and Performance,Composer,103046,Flexible,70,84,32
48,Bachelor's,Male,69,56,56,48,73,39,49,63,Culinary and Hospitality,Food Scientist,112243,Remote,41,45,30
44,Master's,Prefer Not to Say,43,26,77,14,72,100,84,44,Arts and Performance,Choreographer,60248,Hybrid,51,91,73
37,Bachelor's,Male,61,71,70,54,40,68,73,53,Social Sciences,Community Development Manager,40580,Remote,56,56,40
49,Associate Degree,Female,51,38,49,43,59,43,49,9,Creative,Animator,80522,Travel-based,82,40,56
38,Master's,Female,78,0,49,63,52,45,41,37,Science,Physicist,77011,Remote,53,51,32
46,Bachelor's,Male,33,81,69,74,49,27,16,67,Arts and Performance,Sound Engineer,104694,Remote,100,58,41
35,Master's,Male,72,47,69,52,68,62,37,22,Education,Museum Educator,125519,On-site,82,15,58
49,Bachelor's,Male,83,60,5,27,36,22,17,49,Business,Product Manager,93250,Remote,53,37,34
36,Bachelor's,Female,44,71,37,23,44,93,81,83,Culinary and Hospitality,Event Planner,54825,On-site,79,68,54
21,Master's,Female,46,58,38,59,39,0,65,63,Media and Communication,Public Relations Specialist,159680,Hybrid,84,48,48
29,Bachelor's,Female,57,62,44,47,15,47,24,26,Media and Communication,Media Strategist,25862,Hybrid,63,51,59
20,Professional Degree,Male,93,21,48,25,57,4,78,99,Science,Geneticist,72976,Flexible,50,83,52
22,Bachelor's,Male,37,61,39,46,55,69,87,17,Culinary and Hospitality,Catering Manager,108495,Hybrid,63,99,77
31,Master's,Non-Binary,71,43,11,47,38,71,22,99,Social Sciences,Community Development Manager,86060,On-site,79,59,16
47,Master's,Female,51,53,52,26,51,49,36,12,Arts and Performance,Sound Engineer,129157,Remote,66,52,62
34,Master's,Male,44,56,40,61,4,61,41,48,Engineering,Civil Engineer,100739,Travel-based,93,28,49
35,Bachelor's,Female,56,62,35,76,23,66,27,22,Education,Curriculum Developer,53735,Flexible,87,43,62
35,Bachelor's,Female,27,45,66,76,65,69,50,42,Engineering,Software Engineering Manager,59477,Hybrid,71,56,79
39,Master's,Male,45,76,57,54,54,73,42,37,Healthcare,Veterinarian,101622,Remote,23,69,62
35,Master's,Female,51,64,28,62,38,49,78,54,Education,Special Education Specialist,106164,Remote,15,64,62
44,High School,Male,75,53,14,36,27,51,53,73,Education,Museum Educator,64252,On-site,70,88,100
35,Master's,Prefer Not to Say,37,56,65,96,63,28,23,34,Arts and Performance,Composer,46311,Flexible,53,73,51
46,Master's,Male,76,6,56,67,43,71,85,71,Education,Online Learning Specialist,136730,Hybrid,51,69,32
41,Bachelor's,Female,38,29,77,78,28,60,47,27,Technology,Data Scientist,155136,On-site,100,42,42
45,Master's,Female,55,48,18,38,73,69,25,44,Arts and Performance,Arts Administrator,97039,Travel-based,41,33,64
41,Master's,Female,68,65,45,62,69,7,63,13,Media and Communication,Social Media Manager,102312,Hybrid,68,50,45
42,Professional Degree,Male,40,64,60,55,43,46,49,35,Creative,Graphic Designer,73857,On-site,49,59,56
32,Master's,Male,51,41,54,40,53,63,43,57,Finance and Economics,Risk Manager,104120,Hybrid,59,84,47
38,Bachelor's,Non-Binary,43,12,79,43,60,45,29,75,Culinary and Hospitality,Sommelier,109810,On-site,100,73,33
38,Master's,Male,69,77,34,62,23,48,40,41,Engineering,Chemical Process Engineer,51328,On-site,37,44,32
31,Bachelor's,Female,22,35,31,21,56,52,55,51,Technology,DevOps Engineer,132222,Flexible,43,72,45
20,High School,Male,8,13,41,45,69,44,81,55,Culinary and Hospitality,Food Critic,73374,Flexible,100,70,68
39,PhD,Male,83,71,61,43,48,57,27,5,Social Sciences,Human Rights Advocate,100540,Remote,97,52,43
35,High School,Female,26,50,53,46,32,90,66,63,Education,Curriculum Developer,39019,Remote,64,24,26
47,High School,Non-Binary,46,43,17,56,40,72,34,46,Culinary and Hospitality,Chef,106099,Hybrid,46,48,43
33,High School,Female,49,62,42,71,10,59,50,69,Arts and Performance,Composer,125928,Hybrid,61,39,84
39,Professional Degree,Female,28,62,33,56,30,74,61,90,Healthcare,Psychiatrist,93446,Flexible,100,64,19
33,Bachelor's,Male,60,63,25,55,64,65,42,31,Finance and Economics,Securities Trader,88395,Remote,43,45,45
46,Bachelor's,Male,68,100,56,46,20,20,29,24,Creative,Animator,118161,Travel-based,81,50,35
41,Master's,Female,18,51,17,62,35,23,41,37,Technology,Cybersecurity Analyst,85690,Hybrid,52,75,39
30,Bachelor's,Prefer Not to Say,30,43,60,57,76,23,47,39,Social Sciences,International Relations Specialist,57681,Remote,76,62,52
34,Bachelor's,Female,77,21,38,76,54,32,49,12,Science,Chemical Engineer,86032,Remote,73,73,33
32,Master's,Male,0,44,0,81,44,32,8,62,Finance and Economics,Cryptocurrency Analyst,82958,Flexible,53,68,46
27,Professional Degree,Female,74,42,57,42,46,92,77,64,Science,Geologist,31819,On-site,69,58,66
27,Professional Degree,Male,64,66,73,49,48,62,75,21,Business,Supply Chain Manager,114349,Remote,56,57,4
39,Bachelor's,Male,23,48,40,35,69,32,74,81,Social Sciences,Human Rights Advocate,112459,Hybrid,100,50,84
50,Master's,Male,54,71,45,77,27,41,36,43,Healthcare,Medical Researcher,104720,Hybrid,73,53,50
40,Bachelor's,Female,30,37,41,48,75,51,35,62,Technology,AI Research Scientist,126325,Remote,86,62,45
34,Bachelor's,Female,48,44,22,44,50,24,28,97,Engineering,Electrical Engineer,62908,On-site,81,92,35
31,Bachelor's,Male,52,49,40,20,33,42,37,25,Business,Human Resources Manager,78407,Travel-based,83,93,60
32,High School,Female,97,100,84,70,42,11,77,40,Technology,Machine Learning Engineer,102686,Travel-based,77,60,58
27,Bachelor's,Non-Binary,47,44,72,43,45,52,44,50,Education,Corporate Trainer,67587,On-site,77,39,27
26,Bachelor's,Female,55,69,20,31,23,22,4,54,Technology,AI Research Scientist,113543,Flexible,51,42,54
43,Bachelor's,Female,73,37,10,26,99,45,70,50,Science,Zoologist,66398,Flexible,100,25,60
28,Bachelor's,Female,84,84,21,64,43,73,58,54,Healthcare,Doctor/Physician,222671,Remote,89,51,62
43,High School,Male,60,31,31,37,32,56,40,42,Healthcare,Medical Researcher,68779,Remote,92,51,27
43,Master's,Female,60,80,39,43,70,49,32,26,Finance and Economics,Risk Manager,91334,Hybrid,76,42,76
35,Associate Degree,Female,36,0,17,75,65,82,55,64,Finance and Economics,Actuary,117185,Flexible,76,34,18
35,Bachelor's,Male,40,86,33,80,50,10,62,49,Social Sciences,Urban Planner,7481,Remote,74,51,52
36,Master's,Male,87,97,44,70,77,52,55,42,Social Sciences,Cultural Researcher,55645,Travel-based,65,34,72
46,Bachelor's,Prefer Not to Say,22,44,78,22,41,24,70,89,Science,Astronomer,79416,On-site,85,84,57
42,High School,Prefer Not to Say,25,28,19,55,45,62,75,57,Social Sciences,Urban Planner,39183,Hybrid,71,58,76
33,PhD,Female,47,40,76,15,64,30,9,59,Business,Entrepreneur,276416,Remote,89,70,77
44,Bachelor's,Male,53,24,64,68,32,43,15,69,Engineering,Automotive Engineer,109788,Remote,82,41,63
36,Associate Degree,Male,70,48,71,41,75,55,49,50,Media and Communication,Copywriter,93057,Remote,50,84,41
30,Professional Degree,Non-Binary,61,38,69,79,39,39,68,56,Creative,Multimedia Artist,89589,Hybrid,100,31,33
45,Bachelor's,Female,100,51,3,100,31,22,68,78,Science,Geneticist,28884,On-site,77,85,59
49,Bachelor's,Prefer Not to Say,59,50,71,70,42,60,48,55,Social Sciences,Urban Planner,63364,Remote,79,59,44
41,Master's,Male,38,28,48,45,70,70,25,46,Technology,Cybersecurity Analyst,127077,Hybrid,40,66,43
28,Master's,Male,51,35,42,14,74,62,10,70,Social Sciences,Anthropologist,89237,Remote,62,56,42
35,Master's,Female,30,43,36,59,48,48,31,64,Finance and Economics,Corporate Treasurer,95259,Hybrid,68,69,73
41,Associate Degree,Female,36,41,39,75,48,52,37,56,Creative,Art Director,81616,Hybrid,83,59,77
25,Professional Degree,Male,52,57,31,55,28,6,54,70,Creative,Animator,118173,Hybrid,30,18,65
34,Bachelor's,Female,25,90,52,16,69,42,50,29,Business,Startup Founder,108429,Travel-based,60,75,60
26,Master's,Male,67,70,13,57,55,50,63,1,Finance and Economics,Real Estate Appraiser,92618,Hybrid,80,94,97
27,PhD,Female,65,49,46,46,32,76,83,34,Media and Communication,Journalist,48563,Hybrid,59,69,66
29,Bachelor's,Male,74,68,64,42,57,73,79,34,Engineering,Electrical Engineer,69448,On-site,75,18,27
40,Bachelor's,Male,49,57,63,38,42,61,58,24,Culinary and Hospitality,Nutritional Consultant,53761,Hybrid,66,75,52
33,Professional Degree,Male,32,53,56,75,17,53,41,43,Science,Zoologist,119742,Hybrid,75,100,71
36,PhD,Female,27,84,31,59,42,43,21,56,Business,Management Consultant,67920,Remote,79,23,1
23,High School,Male,11,87,91,63,42,60,63,61,Social Sciences,Cultural Researcher,74461,Remote,71,75,61
43,Bachelor's,Male,58,68,33,56,34,51,36,44,Finance and Economics,Cryptocurrency Analyst,55169,Remote,61,78,61
43,Bachelor's,Male,87,67,37,47,57,57,54,32,Technology,Cybersecurity Analyst,72565,Remote,90,51,55
20,Professional Degree,Female,75,92,58,35,82,44,34,56,Business,Investment Banker,67060,On-site,73,83,89
36,Bachelor's,Male,41,55,61,56,31,51,27,18,Creative,Interior Designer,85869,Remote,64,60,59
38,Associate Degree,Male,84,55,94,47,48,55,1,53,Arts and Performance,Stage Designer,67678,Hybrid,57,40,64
36,Master's,Male,36,35,49,78,46,94,74,43,Business,Digital Marketer,81654,Remote,76,67,57
25,Associate Degree,Female,75,51,70,40,89,45,34,8,Healthcare,Doctor/Physician,291080,Hybrid,71,63,65
25,Bachelor's,Female,82,45,10,47,10,0,40,28,Media and Communication,Broadcast Journalist,48003,Hybrid,81,48,48
25,Professional Degree,Female,40,57,83,39,39,65,49,50,Education,Special Education Specialist,90354,On-site,100,65,36
34,Master's,Male,91,19,45,50,22,44,36,35,Science,Zoologist,103431,Remote,87,61,82
38,Master's,Male,32,46,51,45,44,61,69,77,Engineering,Environmental Engineer,81678,On-site,72,59,77
39,Master's,Non-Binary,69,90,25,45,61,28,19,46,Culinary and Hospitality,Pastry Chef,64247,Remote,80,41,62
50,Bachelor's,Non-Binary,89,56,35,77,55,55,61,29,Culinary and Hospitality,Nutritional Consultant,72674,Hybrid,82,36,66
35,PhD,Male,72,83,54,68,50,76,20,62,Technology,AI Research Scientist,81902,Hybrid,78,53,63
31,Bachelor's,Female,0,75,12,29,60,60,70,59,Social Sciences,Sociologist,36115,Hybrid,73,84,66
29,PhD,Non-Binary,86,38,66,21,47,52,19,44,Business,Product Manager,112039,Hybrid,73,70,70
39,Master's,Female,28,16,50,23,5,44,44,34,Science,Biologist,110181,Hybrid,65,67,60
31,Bachelor's,Female,25,48,65,47,52,55,47,36,Healthcare,Psychiatrist,101571,On-site,100,60,55
36,Bachelor's,Male,59,36,52,30,22,29,50,16,Creative,Graphic Designer,33336,Travel-based,63,65,51
32,Bachelor's,Male,65,34,76,44,43,10,0,41,Media and Communication,Communications Consultant,76076,Hybrid,92,27,27
32,Bachelor's,Non-Binary,44,38,55,98,60,26,55,34,Business,Financial Analyst,119422,Hybrid,89,78,48
50,Bachelor's,Female,37,8,16,42,60,46,49,24,Engineering,Aerospace Engineer,25577,Remote,100,64,56
43,PhD,Female,55,93,40,56,20,85,63,36,Culinary and Hospitality,Food Scientist,131524,Travel-based,59,47,69
43,Bachelor's,Male,32,62,51,17,40,67,60,26,Media and Communication,Public Relations Specialist,60376,Flexible,74,39,16
42,Master's,Male,16,53,28,50,86,26,50,0,Healthcare,Veterinarian,120217,Remote,66,71,41
40,Master's,Male,88,63,64,74,58,35,0,38,Culinary and Hospitality,Restaurant Manager,79403,Hybrid,66,73,41
30,Bachelor's,Male,63,61,48,64,51,53,43,42,Media and Communication,Content Creator,100541,Flexible,60,51,47
35,Associate Degree,Male,73,72,30,98,63,40,13,67,Education,Museum Educator,88271,On-site,42,68,31
21,Associate Degree,Female,44,46,80,50,41,35,55,0,Healthcare,Nutritionist,115047,On-site,100,62,85
28,Master's,Prefer Not to Say,59,47,74,48,71,31,47,44,Social Sciences,Human Rights Advocate,70955,Remote,66,84,30
20,Professional Degree,Non-Binary,44,52,81,44,47,39,40,44,Social Sciences,Human Rights Advocate,103115,Remote,62,58,56
37,Associate Degree,Female,41,35,74,50,39,55,72,39,Culinary and Hospitality,Catering Manager,90102,Travel-based,70,67,61
50,Bachelor's,Female,43,49,42,58,18,72,24,59,Finance and Economics,Corporate Treasurer,93781,Flexible,23,48,82
33,Master's,Female,59,44,30,0,89,100,29,55,Culinary and Hospitality,Food Critic,76302,Remote,64,51,70
22,Professional Degree,Female,35,68,62,47,77,25,27,47,Social Sciences,International Relations Specialist,13300,Remote,57,80,83
48,Master's,Female,23,6,44,73,54,75,84,74,Education,Special Education Specialist,68751,On-site,51,89,18
31,Bachelor's,Non-Binary,70,67,45,75,23,96,65,81,Arts and Performance,Professional Musician,128894,Hybrid,73,52,34
30,Associate Degree,Female,52,44,56,76,51,8,34,44,Media and Communication,Public Relations Specialist,71061,Remote,68,57,10
28,Associate Degree,Non-Binary,49,76,39,15,93,38,45,51,Media and Communication,Journalist,65334,Hybrid,75,33,55
41,Bachelor's,Male,74,85,46,39,25,61,50,47,Science,Astronomer,103250,Remote,88,35,37
37,Associate Degree,Male,52,76,67,67,34,94,81,58,Culinary and Hospitality,Chef,98038,Remote,75,47,32
33,Bachelor's,Male,29,57,47,20,50,69,57,44,Creative,Interior Designer,96237,On-site,60,94,36
36,Master's,Female,42,75,56,55,42,47,64,65,Technology,Software Engineer,171524,Hybrid,81,65,65
20,Bachelor's,Female,55,90,69,50,65,44,61,65,Finance and Economics,Risk Manager,50579,On-site,62,90,18
42,Bachelor's,Female,70,52,12,75,58,59,3,79,Technology,Blockchain Developer,109025,Remote,57,56,74
39,High School,Male,72,15,70,24,33,27,96,54,Engineering,Structural Engineer,64154,Travel-based,72,21,36
28,Bachelor's,Male,21,78,48,46,83,88,49,28,Technology,Data Scientist,121408,Travel-based,50,60,96
37,PhD,Female,48,56,54,47,40,42,28,45,Business,Business Intelligence Analyst,98414,Hybrid,66,57,43
37,High School,Female,49,52,29,31,72,57,29,14,Technology,Blockchain Developer,71432,Hybrid,72,78,63
37,Bachelor's,Female,32,50,48,31,54,56,28,67,Social Sciences,Urban Planner,107269,Hybrid,84,49,37
27,Bachelor's,Female,59,59,42,62,12,38,67,40,Technology,User Experience Designer,115740,Flexible,56,39,0
20,Bachelor's,Prefer Not to Say,57,82,52,11,35,70,54,23,Culinary and Hospitality,Food Scientist,77928,Travel-based,63,100,39
44,Bachelor's,Male,45,13,13,38,54,40,62,79,Creative,Interior Designer,69910,Hybrid,55,35,54
30,Master's,Male,64,52,40,88,43,57,48,19,Culinary and Hospitality,Nutritional Consultant,71887,Remote,100,54,38
29,PhD,Male,52,66,35,30,56,51,60,17,Business,Human Resources Manager,115772,Flexible,100,93,51
34,High School,Female,33,42,46,53,76,50,75,73,Science,Geneticist,111807,Remote,84,63,19
33,Master's,Male,29,49,60,26,26,100,27,36,Science,Environmental Scientist,54015,Remote,89,92,31
20,High School,Male,40,63,80,60,59,53,76,76,Business,Startup Founder,55876,Hybrid,54,69,54
20,Master's,Female,46,28,34,74,67,37,42,94,Social Sciences,Social Worker,131385,Hybrid,75,43,64
39,PhD,Female,16,42,54,79,39,53,75,72,Science,Chemical Engineer,101066,Hybrid,73,68,38
23,Bachelor's,Male,46,61,80,35,67,38,49,42,Science,Physicist,109104,Remote,56,99,63
40,Master's,Non-Binary,26,0,41,77,42,63,100,48,Science,Zoologist,67425,Travel-based,80,95,8
34,PhD,Male,61,30,91,81,64,30,50,71,Media and Communication,Journalist,92349,On-site,67,48,81
45,PhD,Female,34,44,39,18,8,32,35,63,Culinary and Hospitality,Food Scientist,36266,Remote,77,53,63
20,Bachelor's,Female,40,69,43,29,75,68,79,25,Business,Investment Banker,46138,Hybrid,70,24,80
34,Bachelor's,Male,37,25,43,69,39,25,52,10,Engineering,Civil Engineer,71213,Flexible,86,66,62
34,Bachelor's,Female,45,29,69,40,45,63,33,35,Culinary and Hospitality,Sommelier,96229,Flexible,69,60,18
20,Master's,Male,7,39,42,75,92,33,33,79,Business,Business Intelligence Analyst,78561,On-site,90,68,100
50,Master's,Non-Binary,25,31,58,49,53,35,49,43,Social Sciences,Human Rights Advocate,39906,On-site,95,71,69
35,Bachelor's,Male,69,47,72,68,58,51,60,89,Creative,Fashion Designer,68465,Hybrid,58,82,63
28,Master's,Female,25,67,53,57,18,35,47,26,Science,Astronomer,100247,Remote,19,37,31
33,Professional Degree,Male,80,71,72,43,89,39,59,61,Technology,Blockchain Developer,111446,Hybrid,52,38,11
34,Master's,Male,58,50,64,59,61,57,21,51,Social Sciences,Political Scientist,97158,On-site,66,70,96
42,Associate Degree,Male,36,78,48,45,21,41,48,85,Engineering,Mechanical Engineer,105871,Remote,53,52,49
30,Bachelor's,Female,76,20,36,57,58,100,53,38,Finance and Economics,Securities Trader,64465,Hybrid,66,51,73
44,PhD,Female,44,62,19,30,39,21,27,37,Arts and Performance,Theatre Director,109789,Remote,84,100,58
20,PhD,Male,53,40,18,59,13,50,44,32,Technology,Data Scientist,154223,On-site,84,79,46
43,Master's,Male,52,32,48,65,38,59,37,66,Social Sciences,Social Worker,163173,Hybrid,73,58,29
20,Bachelor's,Male,31,77,67,74,43,66,45,57,Healthcare,Medical Researcher,8236,Hybrid,68,34,45
26,Associate Degree,Female,54,28,48,100,46,38,52,0,Education,University Professor,90877,Remote,91,52,49
39,PhD,Male,27,12,70,38,56,80,56,19,Healthcare,Pharmacist,42937,On-site,89,67,45
38,Bachelor's,Female,88,51,36,57,44,76,52,37,Arts and Performance,Sound Engineer,91715,Remote,64,64,56
36,Professional Degree,Male,39,55,32,34,89,40,58,18,Healthcare,Veterinarian,96710,On-site,37,53,68
29,Bachelor's,Male,69,27,60,55,17,64,65,48,Technology,Cloud Solutions Architect,77212,Hybrid,74,65,35
45,Master's,Female,59,42,44,52,45,50,0,33,Finance and Economics,Corporate Treasurer,100615,On-site,79,95,59
39,Bachelor's,Male,53,74,60,15,36,38,97,52,Finance and Economics,Corporate Treasurer,95214,On-site,71,87,46
30,Bachelor's,Male,32,50,34,53,41,67,34,48,Science,Geologist,109082,Remote,35,54,43
20,Bachelor's,Female,44,89,57,79,71,22,50,32,Creative,Graphic Designer,44613,Hybrid,80,39,16
41,Master's,Female,57,32,41,30,77,63,19,56,Arts and Performance,Dancer,107611,On-site,12,38,58
50,Associate Degree,Male,72,34,49,65,10,58,59,68,Healthcare,Veterinarian,113917,Flexible,51,41,56
41,Bachelor's,Male,31,39,15,1,67,72,58,29,Arts and Performance,Theatre Director,100331,On-site,78,76,55
28,High School,Male,52,43,53,65,38,65,51,47,Creative,Writer/Author,79709,Remote,68,57,65
50,Associate Degree,Male,67,74,83,55,97,60,24,40,Business,Human Resources Manager,91585,Remote,60,28,73
37,Master's,Female,46,33,94,53,52,48,27,15,Technology,Blockchain Developer,18213,On-site,41,85,41
41,Associate Degree,Female,64,41,73,22,82,17,61,55,Science,Geologist,76771,Hybrid,91,76,15
24,Master's,Male,79,10,16,33,63,78,37,54,Technology,DevOps Engineer,148973,Travel-based,57,85,62
48,Master's,Male,35,57,52,57,28,39,31,37,Engineering,Automotive Engineer,62926,Flexible,82,58,30
